## table=wn_node
wn_node,127,#I,#<WSStructure:0x000217dc2c4200>,#<WSStructure:0x000217dc2c4098>,#<WSStructure:0x000217d8a93ed0>,#<WSStructure:0x000217d8a93cf0>,#<WSStructure:0x000217d8a93b38>,#<WSStructure:0x000217d8a939d0>,#<WSStructure:0x000217d8a93868>,,,,,,127,#I,8.92759200003571,#I,8.046720000032186,#I,17.068800000068276,#I,17.068800000068276,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,129,#I,#<WSStructure:0x000217dc2ce5c0>,#<WSStructure:0x000217dc2ce458>,#<WSStructure:0x000217dc2ce2f0>,#<WSStructure:0x000217dc2ce188>,#<WSStructure:0x000217dc2ce020>,#<WSStructure:0x000217dc2cdeb8>,#<WSStructure:0x000217dc2cdd50>,,,,,,129,#I,9.241536000036966,#I,8.043672000032174,#I,15.54480000006218,#I,15.54480000006218,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,131,#I,#<WSStructure:0x000217dc2d5ac8>,#<WSStructure:0x000217dc2d5960>,#<WSStructure:0x000217dc2d57f8>,#<WSStructure:0x000217dc2d5690>,#<WSStructure:0x000217dc2d5528>,#<WSStructure:0x000217dc2d53c0>,#<WSStructure:0x000217dc2d5258>,,,,,,131,#I,11.548872000046195,#I,9.006840000036028,#I,1.8288000000073152,#I,1.8288000000073152,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,139,#I,#<WSStructure:0x000217dc2dd318>,#<WSStructure:0x000217dc2dd1b0>,#<WSStructure:0x000217dc2dd048>,#<WSStructure:0x000217dc2dcee0>,#<WSStructure:0x000217dc2dcd78>,#<WSStructure:0x000217dc2dcc10>,#<WSStructure:0x000217dc2dcaa8>,,,,,,139,#I,10.143744000040575,#I,7.479792000029919,#I,9.448800000037796,#I,9.448800000037796,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,141,#I,#<WSStructure:0x000217dc2e5298>,#<WSStructure:0x000217dc2e5130>,#<WSStructure:0x000217dc2e4fc8>,#<WSStructure:0x000217dc2e4e60>,#<WSStructure:0x000217dc2e4cf8>,#<WSStructure:0x000217dc2e4b90>,#<WSStructure:0x000217dc2e4a28>,,,,,,141,#I,10.8752640000435,#I,7.0347840000281385,#I,1.2192000000048768,#I,1.2192000000048768,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,143,#I,#<WSStructure:0x000217dc2ecc00>,#<WSStructure:0x000217dc2eca98>,#<WSStructure:0x000217dc2ec930>,#<WSStructure:0x000217dc2ec7c8>,#<WSStructure:0x000217dc2ec660>,#<WSStructure:0x000217dc2ec4f8>,#<WSStructure:0x000217dc2ec390>,,,,,,143,#I,11.420856000045683,#I,6.696456000026785,#I,-1.3716000000054864,#I,-1.3716000000054864,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,145,#I,#<WSStructure:0x000217dc2f5be8>,#<WSStructure:0x000217dc2f5a80>,#<WSStructure:0x000217dc2f5918>,#<WSStructure:0x000217dc2f57b0>,#<WSStructure:0x000217dc2f5648>,#<WSStructure:0x000217dc2f54e0>,#<WSStructure:0x000217dc2f5378>,,,,,,145,#I,10.06449600004026,#I,5.879592000023519,#I,0.3048000000012192,#I,0.3048000000012192,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,147,#I,#<WSStructure:0x000217dc2fcf38>,#<WSStructure:0x000217dc2fcdd0>,#<WSStructure:0x000217dc2fcc68>,#<WSStructure:0x000217dc2fcb00>,#<WSStructure:0x000217dc2fc998>,#<WSStructure:0x000217dc2fc830>,#<WSStructure:0x000217dc2fc6c8>,,,,,,147,#I,9.217152000036869,#I,6.211824000024847,#I,5.638800000022555,#I,5.638800000022555,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,149,#I,#<WSStructure:0x000217dbfda648>,#<WSStructure:0x000217dbfd8c80>,#<WSStructure:0x000217dc30ff48>,#<WSStructure:0x000217dc30fde0>,#<WSStructure:0x000217dc30fc78>,#<WSStructure:0x000217dc30fb10>,#<WSStructure:0x000217dc30f9a8>,,,,,,149,#I,9.028176000036114,#I,6.321552000025286,#I,4.876800000019507,#I,4.876800000019507,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,15,#I,#<WSStructure:0x000217dbf9ead0>,#<WSStructure:0x000217dbf9c960>,#<WSStructure:0x000217dbf962b8>,#<WSStructure:0x000217dbf94cb0>,#<WSStructure:0x000217dbf8f760>,#<WSStructure:0x000217dbf8f468>,#<WSStructure:0x000217dbf8f058>,,,,,,15,#I,11.789664000047159,#I,7.242048000028968,#I,9.753600000039015,#I,9.753600000039015,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,151,#I,#<WSStructure:0x000217dbf3f1c0>,#<WSStructure:0x000217dbf3d870>,#<WSStructure:0x000217dbf37d80>,#<WSStructure:0x000217dbf37998>,#<WSStructure:0x000217dbf37358>,#<WSStructure:0x000217dbf36e80>,#<WSStructure:0x000217dbf36638>,,,,,,151,#I,8.622792000034492,#I,6.519672000026079,#I,10.210800000040843,#I,10.210800000040843,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,153,#I,#<WSStructure:0x000217d89cb8b8>,#<WSStructure:0x000217d89cb1b0>,#<WSStructure:0x000217d89cad00>,#<WSStructure:0x000217d89ca6e8>,#<WSStructure:0x000217d89ca148>,#<WSStructure:0x000217d89c9ce8>,#<WSStructure:0x000217d89c96a8>,,,,,,153,#I,8.574024000034296,#I,6.89762400002759,#I,20.177760000080713,#I,20.177760000080713,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,157,#I,#<WSStructure:0x000217dc30cd70>,#<WSStructure:0x000217dc30cc08>,#<WSStructure:0x000217dc30caa0>,#<WSStructure:0x000217dc30c938>,#<WSStructure:0x000217dc30c7d0>,#<WSStructure:0x000217dc30c668>,#<WSStructure:0x000217dc30c500>,,,,,,157,#I,7.574280000030297,#I,6.1447680000245795,#I,3.9928800000159717,#I,3.9928800000159717,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,159,#I,#<WSStructure:0x000217dc2ffaa8>,#<WSStructure:0x000217dc2ff940>,#<WSStructure:0x000217dc2ff7d8>,#<WSStructure:0x000217dc2ff670>,#<WSStructure:0x000217dc2ff508>,#<WSStructure:0x000217dc2ff3a0>,#<WSStructure:0x000217dc2ff238>,,,,,,159,#I,7.046976000028188,#I,5.334000000021336,#I,1.8288000000073152,#I,1.8288000000073152,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,161,#I,#<WSStructure:0x000217dc2f6728>,#<WSStructure:0x000217dc2f65c0>,#<WSStructure:0x000217dc2f6458>,#<WSStructure:0x000217dc2f62f0>,#<WSStructure:0x000217dc2f6188>,#<WSStructure:0x000217dc2f6020>,#<WSStructure:0x000217dc2f5eb8>,,,,,,161,#I,7.650480000030602,#I,4.65734400001863,#I,1.2192000000048768,#I,1.2192000000048768,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,163,#I,#<WSStructure:0x000217dc2ed380>,#<WSStructure:0x000217dc2ed218>,#<WSStructure:0x000217dc2ed0b0>,#<WSStructure:0x000217dc2ecf48>,#<WSStructure:0x000217dc2ecdb8>,#<WSStructure:0x000217dc2ecc50>,#<WSStructure:0x000217dc2ecac0>,,,,,,163,#I,7.738872000030955,#I,4.565904000018264,#I,1.524000000006096,#I,1.524000000006096,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,164,#I,#<WSStructure:0x000217dc2dfe38>,#<WSStructure:0x000217dc2dfcd0>,#<WSStructure:0x000217dc2dfb68>,#<WSStructure:0x000217dc2dfa00>,#<WSStructure:0x000217dc2df898>,#<WSStructure:0x000217dc2df730>,#<WSStructure:0x000217dc2df5c8>,,,,,,164,#I,7.918704000031675,#I,4.614672000018459,#I,1.524000000006096,#I,1.524000000006096,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,166,#I,#<WSStructure:0x000217dc2d6ab8>,#<WSStructure:0x000217dc2d6950>,#<WSStructure:0x000217dc2d67e8>,#<WSStructure:0x000217dc2d6680>,#<WSStructure:0x000217dc2d6518>,#<WSStructure:0x000217dc2d63b0>,#<WSStructure:0x000217dc2d6248>,,,,,,166,#I,8.071104000032285,#I,4.6116240000184465,#I,-0.6096000000024384,#I,-0.6096000000024384,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,167,#I,#<WSStructure:0x000217dc2cd5f8>,#<WSStructure:0x000217dc2cd490>,#<WSStructure:0x000217dc2cd328>,#<WSStructure:0x000217dc2cd1c0>,#<WSStructure:0x000217dc2cd058>,#<WSStructure:0x000217dc2ccef0>,#<WSStructure:0x000217dc2ccd88>,,,,,,167,#I,7.888224000031553,#I,3.9563040000158254,#I,-1.524000000006096,#I,-1.524000000006096,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,169,#I,#<WSStructure:0x000217dc2c4368>,#<WSStructure:0x000217dc2c41d8>,#<WSStructure:0x000217dc2c4048>,#<WSStructure:0x000217dc2bfe58>,#<WSStructure:0x000217dc2bfcc8>,#<WSStructure:0x000217dc2bfb38>,#<WSStructure:0x000217dc2bf9a8>,,,,,,169,#I,7.827264000031309,#I,3.883152000015533,#I,-1.524000000006096,#I,-1.524000000006096,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,171,#I,#<WSStructure:0x000217dc2b6df8>,#<WSStructure:0x000217dc2b6c68>,#<WSStructure:0x000217dc2b6b00>,#<WSStructure:0x000217dc2b6998>,#<WSStructure:0x000217dc2b6830>,#<WSStructure:0x000217dc2b66c8>,#<WSStructure:0x000217dc2b6560>,,,,,,171,#I,8.122920000032492,#I,3.596640000014387,#I,-1.2192000000048768,#I,-1.2192000000048768,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,173,#I,#<WSStructure:0x000217dc2ada50>,#<WSStructure:0x000217dc2ad8e8>,#<WSStructure:0x000217dc2ad780>,#<WSStructure:0x000217dc2ad618>,#<WSStructure:0x000217dc2ad4b0>,#<WSStructure:0x000217dc2ad348>,#<WSStructure:0x000217dc2ad1e0>,,,,,,173,#I,8.189976000032761,#I,3.5326320000141305,#I,-1.2192000000048768,#I,-1.2192000000048768,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,177,#I,#<WSStructure:0x000217dc2a46d0>,#<WSStructure:0x000217dc2a4568>,#<WSStructure:0x000217dc2a4400>,#<WSStructure:0x000217dc2a4298>,#<WSStructure:0x000217dc2a4130>,#<WSStructure:0x000217dc29ff68>,#<WSStructure:0x000217dc29fe00>,,,,,,177,#I,7.900416000031602,#I,3.2278320000129113,#I,2.4384000000097537,#I,2.4384000000097537,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,179,#I,#<WSStructure:0x000217dc2972f0>,#<WSStructure:0x000217dc297188>,#<WSStructure:0x000217dc297020>,#<WSStructure:0x000217dc296eb8>,#<WSStructure:0x000217dc296d50>,#<WSStructure:0x000217dc296be8>,#<WSStructure:0x000217dc296a80>,,,,,,179,#I,7.836408000031346,#I,3.16992000001268,#I,2.4384000000097537,#I,2.4384000000097537,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,181,#I,#<WSStructure:0x000217dc28e038>,#<WSStructure:0x000217dc28ded0>,#<WSStructure:0x000217dc28dd68>,#<WSStructure:0x000217dc28dc00>,#<WSStructure:0x000217dc28da98>,#<WSStructure:0x000217dc28d930>,#<WSStructure:0x000217dc28d7c8>,,,,,,181,#I,7.839456000031357,#I,3.2735520000130944,#I,2.4384000000097537,#I,2.4384000000097537,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,183,#I,#<WSStructure:0x000217dc284d80>,#<WSStructure:0x000217dc284c18>,#<WSStructure:0x000217dc284ab0>,#<WSStructure:0x000217dc284948>,#<WSStructure:0x000217dc2847e0>,#<WSStructure:0x000217dc284678>,#<WSStructure:0x000217dc284510>,,,,,,183,#I,7.757160000031028,#I,3.1028640000124112,#I,3.3528000000134113,#I,3.3528000000134113,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,184,#I,#<WSStructure:0x000217dc277a68>,#<WSStructure:0x000217dc277900>,#<WSStructure:0x000217dc277798>,#<WSStructure:0x000217dc277630>,#<WSStructure:0x000217dc2774c8>,#<WSStructure:0x000217dc277360>,#<WSStructure:0x000217dc2771f8>,,,,,,184,#I,7.665720000030663,#I,2.9016960000116065,#I,4.876800000019507,#I,4.876800000019507,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,185,#I,#<WSStructure:0x000217dc26e800>,#<WSStructure:0x000217dc26e698>,#<WSStructure:0x000217dc26e530>,#<WSStructure:0x000217dc26e3c8>,#<WSStructure:0x000217dc26e260>,#<WSStructure:0x000217dc26e0f8>,#<WSStructure:0x000217dc26df90>,,,,,,185,#I,7.623048000030493,#I,2.9474160000117897,#I,4.876800000019507,#I,4.876800000019507,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,187,#I,#<WSStructure:0x000217dc2654a8>,#<WSStructure:0x000217dc265340>,#<WSStructure:0x000217dc2651d8>,#<WSStructure:0x000217dc265048>,#<WSStructure:0x000217dc264eb8>,#<WSStructure:0x000217dc264d28>,#<WSStructure:0x000217dc264b98>,,,,,,187,#I,7.205472000028823,#I,3.36499200001346,#I,3.81000000001524,#I,3.81000000001524,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,189,#I,#<WSStructure:0x000217dc2567c8>,#<WSStructure:0x000217dc256548>,#<WSStructure:0x000217dc2563b8>,#<WSStructure:0x000217dc2561d8>,#<WSStructure:0x000217dc256048>,#<WSStructure:0x000217dc255eb8>,#<WSStructure:0x000217dc255d28>,,,,,,189,#I,7.360920000029443,#I,3.4655760000138622,#I,1.2192000000048768,#I,1.2192000000048768,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_node,191,#I,#<WSStructure:0x000217dc247930>,#<WSStructure:0x000217dc2477c8>,#<WSStructure:0x000217dc2475c0>,#<WSStructure:0x000217dc247458>,#<WSStructure:0x000217dc2472f0>,#<WSStructure:0x000217dc247188>,#<WSStructure:0x000217dc246fa8>,,,,,,191,#I,6.736080000026945,#I,4.288536000017154,#I,7.62000000003048,#I,7.62000000003048,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
