table,us_node_id,us_node_id_flag,ds_node_id,ds_node_id_flag,link_suffix,link_suffix_flag,alt_customer_points,bends,customer_points,notes,spatial_data,area,area_flag,isolation_area,isolation_area_flag,asset_id,asset_id_flag,local_loss,local_loss_flag,iwlive_can_be_closed,iwlive_can_be_closed_flag,length,length_flag,diameter,diameter_flag,roughness_type,roughness_type_flag,k,k_flag,darcy_weissbach,darcy_weissbach_flag,hazen_williams,hazen_williams_flag,modified_hazen_williams,modified_hazen_williams_flag,material,material_flag,construction_date,construction_date_flag,year,year_flag,bulk_coeff,bulk_coeff_flag,CO2cost,CO2cost_flag,wall_coeff,wall_coeff_flag,system_type,system_type_flag,criticality,criticality_flag,criticality_count,criticality_count_flag,wave_celerity,wave_celerity_flag,pressure_rating,pressure_rating_flag,asset_uid,asset_uid_flag,asset_network_uid,user_number_1,user_number_1_flag,user_number_2,user_number_2_flag,user_number_3,user_number_3_flag,user_number_4,user_number_4_flag,user_number_5,user_number_5_flag,user_number_6,user_number_6_flag,user_number_7,user_number_7_flag,user_number_8,user_number_8_flag,user_number_9,user_number_9_flag,user_number_10,user_number_10_flag,user_number_11,user_number_11_flag,user_number_12,user_number_12_flag,user_number_13,user_number_13_flag,user_number_14,user_number_14_flag,user_number_15,user_number_15_flag,hotlinks,user_text_1,user_text_1_flag,user_text_2,user_text_2_flag,user_text_3,user_text_3_flag,user_text_4,user_text_4_flag,user_text_5,user_text_5_flag,user_text_6,user_text_6_flag,user_text_7,user_text_7_flag,user_text_8,user_text_8_flag,user_text_9,user_text_9_flag,user_text_10,user_text_10_flag,user_text_11,user_text_11_flag,user_text_12,user_text_12_flag,user_text_13,user_text_13_flag,user_text_14,user_text_14_flag,user_text_15,user_text_15_flag
wn_pipe,115,#I,111,#I,1,#I,#<WSStructure:0x000217dc28c4e0>,[6.3947040000255795; 5.846064000023384; 6.16000800002464; 5.343144000021373],#<WSStructure:0x000217dc28c120>,,#<WSStructure:0x000217dc287e90>,,,,,112,#I,0.0,#I,false,,353.5679931640625,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,111,#I,113,#I,1,#I,#<WSStructure:0x000217dc27e020>,[6.16000800002464; 5.343144000021373; 6.717792000026871; 5.062728000020251],#<WSStructure:0x000217dc27dc60>,,#<WSStructure:0x000217dc27da08>,,,,,113,#I,0.0,#I,false,,512.0640258789062,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,115,#I,113,#I,1,#I,#<WSStructure:0x000217dc26fbb0>,[6.3947040000255795; 5.846064000023384; 6.717792000026871; 5.062728000020251],#<WSStructure:0x000217dc26f7a0>,,#<WSStructure:0x000217dc26f4f8>,,,,,114,#I,0.0,#I,false,,609.5999755859375,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,107,#I,115,#I,1,#I,#<WSStructure:0x000217dc2655c0>,[5.623560000022494; 6.236208000024945; 6.3947040000255795; 5.846064000023384],#<WSStructure:0x000217dc265188>,,#<WSStructure:0x000217dc264ee0>,,,,,115,#I,0.0,#I,false,,594.3599853515625,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,113,#I,193,#I,1,#I,#<WSStructure:0x000217dc256fc0>,[6.717792000026871; 5.062728000020251; 6.9738240000278955; 4.373880000017495],#<WSStructure:0x000217dc256c00>,,#<WSStructure:0x000217dc2569a8>,,,,,116,#I,0.0,#I,false,,505.9679870605469,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,263,#I,105,#I,1,#I,#<WSStructure:0x000217dc247160>,[6.193536000024775; 6.574536000026298; 5.17245600002069; 6.486144000025945],#<WSStructure:0x000217dc246cd8>,,#<WSStructure:0x000217dc246a80>,,,,,117,#I,0.0,#I,false,,830.5800170898438,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,115,#I,117,#I,1,#I,#<WSStructure:0x000217dc1e4600>,[6.3947040000255795; 5.846064000023384; 6.611112000026445; 6.486144000025945],#<WSStructure:0x000217dc1e41f0>,,#<WSStructure:0x000217dc1dff88>,,,,,119,#I,0.0,#I,false,,664.4639892578125,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,119,#I,120,#I,1,#I,#<WSStructure:0x000217dc1d5f38>,[7.223760000028895; 6.93724800002775; 6.72998400002692; 7.040880000028164],#<WSStructure:0x000217dc1d5b50>,,#<WSStructure:0x000217dc1d58d0>,,,,,120,#I,0.0,#I,false,,222.50399780273438,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,120,#I,117,#I,1,#I,#<WSStructure:0x000217dc1c7820>,[6.72998400002692; 7.040880000028164; 6.611112000026445; 6.486144000025945],#<WSStructure:0x000217dc1c7410>,,#<WSStructure:0x000217dc1c7168>,,,,,121,#I,0.0,#I,false,,569.9760131835938,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,121,#I,120,#I,1,#I,#<WSStructure:0x000217dc1bcb00>,[7.1749920000287; 7.77240000003109; 6.72998400002692; 7.040880000028164],#<WSStructure:0x000217dc1bc740>,,#<WSStructure:0x000217dc1bc4c0>,,,,,122,#I,0.0,#I,false,,624.8400268554688,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,121,#I,119,#I,1,#I,#<WSStructure:0x000217dc194218>,[7.1749920000287; 7.77240000003109; 7.223760000028895; 6.93724800002775],#<WSStructure:0x000217dc18fd58>,,#<WSStructure:0x000217dc18fb00>,,,,,123,#I,0.0,#I,false,,609.5999755859375,#I,762.0,#I,HW,#I,,,,,141.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,123,#I,121,#I,1,#I,#<WSStructure:0x000217dc1858a8>,[7.123176000028494; 8.324088000033296; 7.1749920000287; 7.77240000003109],#<WSStructure:0x000217dc185470>,,#<WSStructure:0x000217dc185218>,,,,,125,#I,0.0,#I,false,,457.20001220703125,#I,762.0,#I,HW,#I,,,,,141.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,121,#I,125,#I,1,#I,#<WSStructure:0x000217dc15f518>,[7.1749920000287; 7.77240000003109; 7.495032000029981; 7.815072000031261],#<WSStructure:0x000217dc15ee88>,,#<WSStructure:0x000217dc15eaf0>,,,,,129,#I,0.0,#I,false,,283.4639892578125,#I,609.6000366210938,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,125,#I,127,#I,1,#I,#<WSStructure:0x000217dc157160>,[7.495032000029981; 7.815072000031261; 8.92759200003571; 8.046720000032186],#<WSStructure:0x000217dc156c10>,,#<WSStructure:0x000217dc156828>,,,,,131,#I,0.0,#I,false,,987.552001953125,#I,609.6000366210938,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,20,#I,127,#I,1,#I,#<WSStructure:0x000217dbff9138>,[8.973312000035893; 8.20216800003281; 8.92759200003571; 8.046720000032186],#<WSStructure:0x000217dbff3e90>,,#<WSStructure:0x000217dbff3a08>,,,,,133,#I,0.0,#I,false,,239.26800537109375,#I,508.0,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,127,#I,129,#I,1,#I,#<WSStructure:0x000217dbf8e928>,[8.92759200003571; 8.046720000032186; 9.241536000036966; 8.043672000032174],#<WSStructure:0x000217dbf8e158>,,#<WSStructure:0x000217dbf8dd48>,,,,,135,#I,0.0,#I,false,,274.32000732421875,#I,609.6000366210938,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,129,#I,131,#I,1,#I,#<WSStructure:0x000217dbf3ece8>,[9.241536000036966; 8.043672000032174; 11.548872000046195; 9.006840000036028],#<WSStructure:0x000217dbf3d528>,,#<WSStructure:0x000217dbf3c880>,,,,,137,#I,0.0,#I,false,,1975.10400390625,#I,406.3999938964844,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,129,#I,139,#I,1,#I,#<WSStructure:0x000217d8d401d8>,[9.241536000036966; 8.043672000032174; 10.143744000040575; 7.479792000029919],#<WSStructure:0x000217d8a9b4a0>,,#<WSStructure:0x000217d8a9a730>,,,,,145,#I,0.0,#I,false,,838.2000122070312,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,139,#I,141,#I,1,#I,#<WSStructure:0x000217d877d250>,[10.143744000040575; 7.479792000029919; 10.8752640000435; 7.0347840000281385],#<WSStructure:0x000217d877c418>,,#<WSStructure:0x000217d8777dc8>,,,,,147,#I,0.0,#I,false,,624.8400268554688,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,143,#I,141,#I,1,#I,#<WSStructure:0x000217dc30f7c8>,[11.420856000045683; 6.696456000026785; 10.8752640000435; 7.0347840000281385],#<WSStructure:0x000217dc30f408>,,#<WSStructure:0x000217dc30f188>,,,,,149,#I,0.0,#I,false,,426.7200012207031,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,15,#I,143,#I,1,#I,#<WSStructure:0x000217dc2fe9c8>,[11.789664000047159; 7.242048000028968; 11.420856000045683; 6.696456000026785],#<WSStructure:0x000217dc2fe608>,,#<WSStructure:0x000217dc2fe3b0>,,,,,151,#I,0.0,#I,false,,502.9200134277344,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,145,#I,141,#I,1,#I,#<WSStructure:0x000217dc2f4360>,[10.06449600004026; 5.879592000023519; 10.8752640000435; 7.0347840000281385],#<WSStructure:0x000217dc2eff40>,,#<WSStructure:0x000217dc2efce8>,,,,,153,#I,0.0,#I,false,,1069.8480224609375,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,147,#I,145,#I,1,#I,#<WSStructure:0x000217dc2e5d38>,[9.217152000036869; 6.211824000024847; 10.06449600004026; 5.879592000023519],#<WSStructure:0x000217dc2e5900>,,#<WSStructure:0x000217dc2e5658>,,,,,155,#I,0.0,#I,false,,670.5599975585938,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,147,#I,149,#I,1,#I,#<WSStructure:0x000217dc2d75a8>,[9.217152000036869; 6.211824000024847; 9.028176000036114; 6.321552000025286],#<WSStructure:0x000217dc2d71e8>,,#<WSStructure:0x000217dc2d6f90>,,,,,159,#I,0.0,#I,false,,268.2239990234375,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,149,#I,151,#I,1,#I,#<WSStructure:0x000217dc2cce28>,[9.028176000036114; 6.321552000025286; 8.622792000034492; 6.519672000026079],#<WSStructure:0x000217dc2cca40>,,#<WSStructure:0x000217dc2cc7e8>,,,,,161,#I,0.0,#I,false,,310.89599609375,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,151,#I,153,#I,1,#I,#<WSStructure:0x000217dc2be800>,[8.622792000034492; 6.519672000026079; 8.574024000034296; 6.89762400002759],#<WSStructure:0x000217dc2be440>,,#<WSStructure:0x000217dc2be1c0>,,,,,163,#I,0.0,#I,false,,356.6159973144531,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,125,#I,153,#I,1,#I,#<WSStructure:0x000217dc2b4288>,[7.495032000029981; 7.815072000031261; 8.574024000034296; 6.89762400002759],#<WSStructure:0x000217dc2afe90>,,#<WSStructure:0x000217dc2afc10>,,,,,169,#I,0.0,#I,false,,1389.887939453125,#I,203.1999969482422,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,119,#I,151,#I,1,#I,#<WSStructure:0x000217dc2a5c60>,[7.223760000028895; 6.93724800002775; 8.622792000034492; 6.519672000026079],#<WSStructure:0x000217dc2a57b0>,,#<WSStructure:0x000217dc2a54b8>,,,,,171,#I,0.0,#I,false,,1054.6080322265625,#I,304.8000183105469,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,119,#I,157,#I,1,#I,#<WSStructure:0x000217dc297520>,[7.223760000028895; 6.93724800002775; 7.574280000030297; 6.1447680000245795],#<WSStructure:0x000217dc297110>,,#<WSStructure:0x000217dc296e40>,,,,,173,#I,0.0,#I,false,,633.9840087890625,#I,762.0,#I,HW,#I,,,,,141.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,157,#I,159,#I,1,#I,#<WSStructure:0x000217dc28cf30>,[7.574280000030297; 6.1447680000245795; 7.046976000028188; 5.334000000021336],#<WSStructure:0x000217dc28cb70>,,#<WSStructure:0x000217dc28c8f0>,,,,,175,#I,0.0,#I,false,,886.968017578125,#I,762.0,#I,HW,#I,,,,,141.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,159,#I,161,#I,1,#I,#<WSStructure:0x000217dc27e9f8>,[7.046976000028188; 5.334000000021336; 7.650480000030602; 4.65734400001863],#<WSStructure:0x000217dc27e638>,,#<WSStructure:0x000217dc27e3b8>,,,,,177,#I,0.0,#I,false,,609.5999755859375,#I,762.0,#I,HW,#I,,,,,141.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,161,#I,163,#I,1,#I,#<WSStructure:0x000217dc274598>,[7.650480000030602; 4.65734400001863; 7.738872000030955; 4.565904000018264],#<WSStructure:0x000217dc2741b0>,,#<WSStructure:0x000217dc26fef8>,,,,,179,#I,0.0,#I,false,,131.06399536132812,#I,762.0,#I,HW,#I,,,,,141.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn_pipe,163,#I,164,#I,1,#I,#<WSStructure:0x000217dc265f20>,[7.738872000030955; 4.565904000018264; 7.918704000031675; 4.614672000018459],#<WSStructure:0x000217dc265ae8>,,#<WSStructure:0x000217dc265890>,,,,,180,#I,0.0,#I,false,,45.720001220703125,#I,355.6000061035156,#I,HW,#I,,,,,130.0,#I,,,,,,,,,0.0,#I,,,0.0,#I,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
